step,split,loss,perplexity,lr,tokens,elapsed_s
16820,train,1.754037,5.7779,4.824687e-05,275578880,6501.4
16840,train,1.813656,6.1328,4.802338e-05,275906560,6505.9
16860,train,1.735813,5.6735,4.780116e-05,276234240,6510.3
16880,train,1.867121,6.4696,4.758023e-05,276561920,6514.7
16900,train,1.734235,5.6646,4.736058e-05,276889600,6519.2
16920,train,1.610975,5.0077,4.714221e-05,277217280,6523.6
16940,train,1.755713,5.7876,4.692514e-05,277544960,6528.0
16960,train,1.741966,5.7086,4.670935e-05,277872640,6532.4
16980,train,1.745379,5.7281,4.649486e-05,278200320,6536.8
17000,train,1.679608,5.3635,4.628167e-05,278528000,6541.2
17000,val,1.663538,5.2780,4.628167e-05,278528000,6542.9
17020,train,1.742689,5.7127,4.606977e-05,278855680,6547.4
17040,train,1.767840,5.8582,4.585918e-05,279183360,6551.8
17060,train,1.804591,6.0775,4.564989e-05,279511040,6556.2
17080,train,1.815373,6.1434,4.544190e-05,279838720,6560.6
17100,train,1.824943,6.2024,4.523522e-05,280166400,6565.0
17120,train,1.724791,5.6113,4.502985e-05,280494080,6569.4
17140,train,1.724876,5.6118,4.482579e-05,280821760,6573.7
17160,train,1.791937,6.0011,4.462305e-05,281149440,6578.1
17180,train,1.762865,5.8291,4.442162e-05,281477120,6582.5
17200,train,1.707957,5.5177,4.422151e-05,281804800,6586.9
17220,train,1.741266,5.7046,4.402272e-05,282132480,6591.3
17240,train,1.789750,5.9880,4.382526e-05,282460160,6595.7
17260,train,1.719973,5.5844,4.362912e-05,282787840,6600.0
17280,train,1.836211,6.2727,4.343431e-05,283115520,6604.4
17300,train,1.755077,5.7839,4.324082e-05,283443200,6608.8
17320,train,1.802361,6.0639,4.304867e-05,283770880,6613.2
17340,train,1.682808,5.3806,4.285785e-05,284098560,6617.6
17360,train,1.732195,5.6531,4.266837e-05,284426240,6622.0
17380,train,1.700606,5.4773,4.248023e-05,284753920,6626.4
17400,train,1.735389,5.6711,4.229342e-05,285081600,6630.8
17420,train,1.753710,5.7760,4.210796e-05,285409280,6635.2
17440,train,1.866211,6.4638,4.192384e-05,285736960,6639.6
17460,train,1.779486,5.9268,4.174107e-05,286064640,6644.0
17480,train,1.743615,5.7180,4.155964e-05,286392320,6648.3
17500,train,1.772213,5.8839,4.137957e-05,286720000,6652.7
17500,val,1.659771,5.2581,4.137957e-05,286720000,6654.4
17520,train,1.774016,5.8945,4.120085e-05,287047680,6658.9
17540,train,1.702196,5.4860,4.102348e-05,287375360,6663.3
17560,train,1.707313,5.5141,4.084746e-05,287703040,6667.7
17580,train,1.801565,6.0591,4.067281e-05,288030720,6672.0
17600,train,1.676895,5.3489,4.049951e-05,288358400,6676.4
17620,train,1.799874,6.0489,4.032758e-05,288686080,6680.8
17640,train,1.803452,6.0706,4.015701e-05,289013760,6685.2
17660,train,1.705133,5.5021,3.998780e-05,289341440,6689.5
17680,train,1.758849,5.8057,3.981996e-05,289669120,6693.9
17700,train,1.733422,5.6600,3.965349e-05,289996800,6698.3
17720,train,1.720450,5.5870,3.948839e-05,290324480,6702.7
17740,train,1.745956,5.7314,3.932467e-05,290652160,6707.0
17760,train,1.753702,5.7759,3.916231e-05,290979840,6711.4
17780,train,1.729324,5.6368,3.900134e-05,291307520,6715.8
17800,train,1.687038,5.4035,3.884174e-05,291635200,6720.2
17820,train,1.703218,5.4916,3.868352e-05,291962880,6724.6
17840,train,1.769346,5.8670,3.852669e-05,292290560,6728.9
17860,train,1.758909,5.8061,3.837123e-05,292618240,6733.3
17880,train,1.744190,5.7213,3.821716e-05,292945920,6737.7
17900,train,1.808942,6.1040,3.806448e-05,293273600,6742.1
17920,train,1.694564,5.4443,3.791319e-05,293601280,6746.4
17940,train,1.748075,5.7435,3.776328e-05,293928960,6750.8
17960,train,1.773574,5.8919,3.761477e-05,294256640,6755.2
17980,train,1.794443,6.0161,3.746765e-05,294584320,6759.6
18000,train,1.811232,6.1180,3.732192e-05,294912000,6764.0
18000,val,1.656447,5.2407,3.732192e-05,294912000,6765.6
18020,train,1.753150,5.7728,3.717759e-05,295239680,6770.1
18040,train,1.729424,5.6374,3.703466e-05,295567360,6774.5
18060,train,1.768603,5.8627,3.689313e-05,295895040,6778.9
18080,train,1.717338,5.5697,3.675300e-05,296222720,6783.3
18100,train,1.683378,5.3837,3.661427e-05,296550400,6787.6
18120,train,1.775955,5.9059,3.647695e-05,296878080,6792.0
18140,train,1.865618,6.4599,3.634103e-05,297205760,6796.4
18160,train,1.748816,5.7478,3.620651e-05,297533440,6800.8
18180,train,1.815162,6.1421,3.607341e-05,297861120,6805.2
18200,train,1.772959,5.8883,3.594172e-05,298188800,6809.5
18220,train,1.715951,5.5620,3.581143e-05,298516480,6813.9
18240,train,1.735700,5.6729,3.568257e-05,298844160,6818.3
18260,train,1.752743,5.7704,3.555511e-05,299171840,6822.7
18280,train,1.851600,6.3700,3.542907e-05,299499520,6827.1
18300,train,1.697987,5.4629,3.530445e-05,299827200,6831.5
18320,train,1.744742,5.7244,3.518124e-05,300154880,6835.9
18340,train,1.757104,5.7956,3.505946e-05,300482560,6840.3
18360,train,1.655523,5.2358,3.493909e-05,300810240,6844.7
18380,train,1.751430,5.7628,3.482015e-05,301137920,6849.1
18400,train,1.762645,5.8278,3.470264e-05,301465600,6853.5
18420,train,1.755970,5.7891,3.458654e-05,301793280,6857.9
18440,train,1.839990,6.2965,3.447188e-05,302120960,6862.3
18460,train,1.787697,5.9757,3.435864e-05,302448640,6866.7
18480,train,1.692068,5.4307,3.424683e-05,302776320,6871.1
18500,train,1.755522,5.7865,3.413645e-05,303104000,6875.4
18500,val,1.653552,5.2255,3.413645e-05,303104000,6877.1
18520,train,1.690969,5.4247,3.402750e-05,303431680,6881.6
18540,train,1.749273,5.7504,3.391998e-05,303759360,6886.0
18560,train,1.776521,5.9093,3.381389e-05,304087040,6890.4
18580,train,1.737297,5.6820,3.370925e-05,304414720,6894.8
18600,train,1.635852,5.1338,3.360603e-05,304742400,6899.2
18620,train,1.744872,5.7252,3.350426e-05,305070080,6903.6
18640,train,1.757834,5.7999,3.340392e-05,305397760,6907.9
18660,train,1.655098,5.2336,3.330502e-05,305725440,6912.3
18680,train,1.779292,5.9257,3.320756e-05,306053120,6916.7
18700,train,1.717071,5.5682,3.311154e-05,306380800,6921.1
18720,train,1.777967,5.9178,3.301697e-05,306708480,6925.4
18740,train,1.733621,5.6611,3.292383e-05,307036160,6929.8
18760,train,1.741442,5.7056,3.283215e-05,307363840,6934.2
18780,train,1.824980,6.2027,3.274190e-05,307691520,6938.6
18800,train,1.736749,5.6788,3.265311e-05,308019200,6943.0
18820,train,1.705089,5.5019,3.256576e-05,308346880,6947.3
18840,train,1.747626,5.7410,3.247986e-05,308674560,6951.7
18860,train,1.693659,5.4393,3.239541e-05,309002240,6956.1
18880,train,1.717616,5.5712,3.231240e-05,309329920,6960.5
18900,train,1.665891,5.2904,3.223085e-05,309657600,6964.9
18920,train,1.747066,5.7377,3.215076e-05,309985280,6969.2
18940,train,1.687734,5.4072,3.207211e-05,310312960,6973.6
18960,train,1.791874,6.0007,3.199492e-05,310640640,6978.0
18980,train,1.681480,5.3735,3.191918e-05,310968320,6982.4
19000,train,1.744175,5.7212,3.184490e-05,311296000,6986.8
19000,val,1.651492,5.2148,3.184490e-05,311296000,6988.5
19020,train,1.734935,5.6686,3.177207e-05,311623680,6993.0
19040,train,1.800841,6.0547,3.170071e-05,311951360,6997.4
19060,train,1.808461,6.1011,3.163079e-05,312279040,7001.8
19080,train,1.822279,6.1859,3.156234e-05,312606720,7006.2
19100,train,1.758946,5.8063,3.149535e-05,312934400,7010.6
19120,train,1.791220,5.9968,3.142982e-05,313262080,7015.0
19140,train,1.825669,6.2069,3.136574e-05,313589760,7019.4
19160,train,1.669344,5.3087,3.130313e-05,313917440,7023.8
19180,train,1.721744,5.5943,3.124198e-05,314245120,7028.1
19200,train,1.790466,5.9922,3.118230e-05,314572800,7032.5
19220,train,1.718886,5.5783,3.112407e-05,314900480,7036.9
19240,train,1.730954,5.6460,3.106731e-05,315228160,7041.3
19260,train,1.714591,5.5544,3.101202e-05,315555840,7045.7
19280,train,1.724314,5.6087,3.095819e-05,315883520,7050.0
19300,train,1.723306,5.6030,3.090583e-05,316211200,7054.4
19320,train,1.730519,5.6436,3.085493e-05,316538880,7058.8
19340,train,1.699139,5.4692,3.080550e-05,316866560,7063.2
19360,train,1.765626,5.8452,3.075754e-05,317194240,7067.5
19380,train,1.740468,5.7000,3.071105e-05,317521920,7072.0
19400,train,1.833924,6.2584,3.066602e-05,317849600,7076.5
19420,train,1.836941,6.2773,3.062246e-05,318177280,7080.9
19440,train,1.775425,5.9028,3.058038e-05,318504960,7085.2
19460,train,1.765679,5.8455,3.053976e-05,318832640,7089.6
19480,train,1.735009,5.6690,3.050061e-05,319160320,7094.0
19500,train,1.705490,5.5041,3.046294e-05,319488000,7098.4
19500,val,1.649451,5.2041,3.046294e-05,319488000,7100.0
19520,train,1.717215,5.5690,3.042673e-05,319815680,7104.5
19540,train,1.787691,5.9756,3.039200e-05,320143360,7108.9
19560,train,1.873638,6.5119,3.035874e-05,320471040,7113.3
19580,train,1.697222,5.4588,3.032695e-05,320798720,7117.7
19600,train,1.739542,5.6947,3.029664e-05,321126400,7122.1
19620,train,1.714935,5.5563,3.026780e-05,321454080,7126.4
19640,train,1.716944,5.5675,3.024043e-05,321781760,7130.8
19660,train,1.774679,5.8984,3.021453e-05,322109440,7135.2
19680,train,1.686202,5.3989,3.019011e-05,322437120,7139.6
19700,train,1.757653,5.7988,3.016716e-05,322764800,7143.9
19720,train,1.738771,5.6903,3.014569e-05,323092480,7148.3
19740,train,1.760861,5.8174,3.012569e-05,323420160,7152.7
19760,train,1.714664,5.5548,3.010717e-05,323747840,7157.1
19780,train,1.702914,5.4899,3.009012e-05,324075520,7161.4
19800,train,1.589278,4.9002,3.007455e-05,324403200,7165.8
19820,train,1.778286,5.9197,3.006045e-05,324730880,7170.2
19840,train,1.676815,5.3485,3.004783e-05,325058560,7174.6
19860,train,1.723825,5.6059,3.003669e-05,325386240,7178.9
19880,train,1.785250,5.9611,3.002702e-05,325713920,7183.3
19900,train,1.726636,5.6217,3.001882e-05,326041600,7187.7
19920,train,1.700908,5.4789,3.001211e-05,326369280,7192.1
19940,train,1.730616,5.6441,3.000687e-05,326696960,7196.4
19960,train,1.710442,5.5314,3.000310e-05,327024640,7200.8
19980,train,1.797119,6.0322,3.000081e-05,327352320,7205.2
20000,train,1.689720,5.4180,3.000000e-05,327680000,7209.5
20000,val,1.648289,5.1981,3.000000e-05,327680000,7211.2
